CAT. NO.,"UPC #
0-92644+",DESCRIPTION,"STD.
PKG.","MIN.
ORDER
QTY.",UNIT,LIST,"Minimum
Advertised
Price (MAP)","BRKN
PKG.
PRICE","STD.
PKG.
PRICE","KleinTools.com
Link",Product #,,
5282N-24D,52603-9,"Body Belt Style #5282N, 40 to 48-Inch L",1,1,EA,389.78,224.11,-,194.89,5282N24D,5282N24D,,
5282N-25D,52604-6,"Body Belt Style #5282N, 41 to 49-Inch L",1,1,EA,389.78,224.11,-,194.89,5282N25D,5282N25D,,
5282N-26D,52605-3,"Body Belt Style #5282N, 42 to 50-Inch L",1,1,EA,389.78,224.11,-,194.89,5282N26D,5282N26D,,
5282N-27D,52606-0,"Body Belt Style #5282N, 44 to 52-Inch L",1,1,EA,389.78,224.11,-,194.89,5282N27D,5282N27D,,
5282N-28D,52607-7,"Body Belt Style #5282N, 45 to 53-Inch L",1,1,EA,389.78,224.11,-,194.89,5282N28D,5282N28D,,
5282N-29D,52608-4,"Body Belt Style #5282N, 46 to 54-Inch L",1,1,EA,389.78,224.11,-,194.89,5282N29D,5282N29D,,
5282N-30D,52609-1,"Body Belt Style #5282N, 47 to 55-Inch L",1,1,EA,389.78,224.11,-,194.89,5282N30D,5282N30D,,
5300,55155-0,"Tool Kit, 12-Piece",1,1,EA,378.78,249.99,-,189.39,5300,5300,,
53000,53000-5,"Regular-Point Drill-Bit Set, 29-Piece",1,1,ST,257.46,169.92,-,128.73,53000,53000,,
53001,53001-2,"Regular-Point Drill-Bit Set, 15-Piece",1,1,ST,121.20,79.99,-,60.60,53001,53001,,
53002,53002-9,"Regular-Point Drill-Bit Set, 13-Piece",1,1,ST,49.96,32.99,-,24.98,53002,53002,,
5301-18,52080-8,"Strap for Pole, Tree Climbers 1 x 22-Inch",6,1,PR,34.30,19.72,20.58,17.15,530118,530118,,
5301-19,52082-2,"Strap for Pole, Tree Climbers 1 x 26-Inch",6,1,PR,37.84,21.76,22.70,18.92,530119,530119,,
5301-20,52084-6,Ankle Straps for Pole Climbers 1-Inch W,6,1,PR,54.24,31.19,32.54,27.12,530120,530120,,
5301-21,52086-0,Strap for Pole and Tree Climbers 1-1/4 x 22-Inch,6,1,PR,42.86,24.66,25.72,21.43,530121,530121,,
5301-22,52088-4,Strap for Pole and Tree Climbers 1-1/4 x 26-Inch,6,1,PR,48.44,27.86,29.06,24.22,530122,530122,,
5301-23,52090-7,"Ankle Straps for Pole Climbers, 1-1/4-Inch Width",6,1,PR,64.58,37.13,38.75,32.29,530123,530123,,
53100,53100-2,"High Speed Drill Bit, 1/16-Inch, 118-Degree",12,12,EA,4.54,2.99,-,2.27,53100,53100,,
53101,53101-9,"High Speed Drill Bit, 5/64-Inch, 118-Degree",12,12,EA,4.54,2.99,-,2.27,53101,53101,,
53102,53102-6,"High Speed Drill Bit, 3/32-Inch, 118-Degree",12,12,EA,4.54,2.99,-,2.27,53102,53102,,
53103,53103-3,"High Speed Drill Bit, 7/64-Inch, 118-Degree",12,12,EA,4.54,2.99,-,2.27,53103,53103,,
53104,53104-0,"High Speed Drill Bit, 1/8-Inch, 118-Degree",12,12,EA,4.52,2.99,-,2.26,53104,53104,,
53105,53105-7,"High Speed Drill Bit, 9/64-Inch, 118-Degree",12,12,EA,4.50,2.99,-,2.25,53105,53105,,
53106,53106-4,"High Speed Drill Bit, 5/32-Inch, 118-Degree",12,12,EA,4.52,2.99,-,2.26,53106,53106,,
53107,53107-1,"High Speed Drill Bit, 11/64-Inch, 118-Degree",12,12,EA,4.56,2.99,-,2.28,53107,53107,,
53108,53108-8,"High Speed Drill Bit, 3/16-Inch, 118-Degree",12,12,EA,4.54,2.99,-,2.27,53108,53108,,
53109,53109-5,"High Speed Drill Bit, 13/64-Inch, 118-Degree",12,12,EA,4.52,2.99,-,2.26,53109,53109,,
53110,53110-1,"High Speed Drill Bit, 7/32-Inch, 118-Degree",12,12,EA,6.04,3.99,-,3.02,53110,53110,,
53111,53111-8,"High Speed Drill Bit, 15/64-Inch, 118-Degree",12,12,EA,6.02,3.99,-,3.01,53111,53111,,
53112,53112-5,"High Speed Drill Bit, 1/4-Inch, 118-Degree",12,12,EA,6.04,3.99,-,3.02,53112,53112,,
53113,53113-2,"High Speed Drill Bit, 17/64-Inch, 118-Degree",12,12,EA,6.04,3.99,-,3.02,53113,53113,,
53114,53114-9,"High Speed Drill Bit, 9/32-Inch, 118-Degree",12,12,EA,7.56,4.99,-,3.78,53114,53114,,
53116,53116-3,"High Speed Drill Bit, 5/16-Inch, 118-Degree",12,12,EA,9.08,5.99,-,4.54,53116,53116,,
53117,53117-0,"High Speed Drill Bit, 21/64-Inch, 118-Degree",6,6,EA,9.08,5.99,-,4.54,53117,53117,,
53118,53118-7,"High Speed Drill Bit, 11/32-Inch, 118-Degree",6,6,EA,10.58,6.99,-,5.29,53118,53118,,
53119,53119-4,"High Speed Drill Bit, 23/64-Inch, 118-Degree",6,6,EA,12.10,7.99,-,6.05,53119,53119,,
53120,53120-0,"High Speed Drill Bit, 3/8-Inch, 118-Degree",6,6,EA,12.10,7.99,-,6.05,53120,53120,,
53121,53121-7,"High Speed Drill Bit, 25/64-Inch, 118-Degree",6,6,EA,13.64,8.99,-,6.82,53121,53121,,
53122,53122-4,"High Speed Drill Bit, 13/32-Inch, 118-Degree",6,6,EA,15.14,9.99,-,7.57,53122,53122,,
53123,53123-1,"High Speed Drill Bit, 27/64-Inch, 118-Degree",6,6,EA,15.14,9.99,-,7.57,53123,53123,,
53124,53124-8,"High Speed Drill Bit, 7/16-Inch, 118-Degree",6,6,EA,16.66,10.99,-,8.33,53124,53124,,
53125,53125-5,"High Speed Drill Bit, 29/64-Inch, 118-Degree",6,6,EA,19.68,12.99,-,9.84,53125,53125,,
53126,53126-2,"High Speed Drill Bit, 15/32-Inch, 118-Degree",6,6,EA,19.68,12.99,-,9.84,53126,53126,,
53127,53127-9,"High Speed Drill Bit, 31/64-Inch, 118-Degree",6,6,EA,19.68,12.99,-,9.84,53127,53127,,
53128,53128-6,"High Speed Drill Bit, 1/2-Inch, 118-Degree",6,6,EA,22.72,14.99,-,11.36,53128,53128,,
5336,55381-3,"Zipper Bag, Contractor's Portfolio, Canvas",6,1,EA,27.26,17.99,16.36,13.63,5336,5336,,
53402,53402-7,Ship Auger Bit with Screw Point 3/4-Inch,6,1,EA,34.84,22.99,20.90,17.42,53402,53402,,
53404,53404-1,Ship Auger Bit with Screw Point 7/8-Inch,6,1,EA,37.88,24.99,22.73,18.94,53404,53404,,
53406,53406-5,"Steel Ship Auger Bit, Screw Point, 1 x 4-Inch",6,1,EA,45.44,29.99,27.26,22.72,53406,53406,,
53408,53408-9,"Steel Ship Auger Bit, Screw Point, 1-1/8 x 4-Inch",6,1,EA,56.06,36.99,33.64,28.03,53408,53408,,
53437,53437-9,"3/4"" Ship Auger Bit Screw Point 15"" L",1,1,EA,40.16,24.61,-,20.08,53437,53437,,
53441,53441-6,"1"" Ship Auger Bit with Screw Point 15"" L",1,1,EA,54.16,33.28,-,27.08,53441,53441,,
53715SEN,53733-2,Flex Bit Placement Tool,1,1,EA,28.76,18.99,-,14.38,53715SEN,53715SEN,,
53716,53716-5,Flex Bit Auger 3/8-Inch x 54-Inch,1,1,EA,65.84,49.97,-,32.92,53716,53716,,
53717,53717-2,"Flex Auger Bit with Screw Point, 3/8 x 72-Inch",1,1,EA,69.68,45.99,-,34.84,53717,53717,,
53718,53718-9,Flex Bit Auger 9/16-Inch x 54-Inch,1,1,EA,62.02,49.97,-,31.01,53718,53718,,
53719,53719-6,"Flex Bit Auger with Screw Point, 3/4 x 54-Inch",1,1,EA,68.76,54.99,-,34.38,53719,53719,,
53720,53720-2,Flex Bit Auger 1-Inch x 54-Inch,1,1,EA,68.44,52.99,-,34.22,53720,53720,,
53721,53721-9,Flex Bit Kit,3,1,EA,86.88,62.97,52.13,43.44,53721,53721,,
53722,53722-6,Flex Bit 54-Inch Extension 1/4-Inch Shank,1,1,EA,35.38,26.97,-,17.69,53722,53722,,
53723,53723-3,Flex Bit 54-Inch Extension 3/16-Inch Shank,1,1,EA,36.70,27.97,-,18.35,53723,53723,,
53725,53725-7,Armored and BX Cable Cutter,1,1,EA,55.58,39.97,-,27.79,53725,53725,,
53726SEN,53744-8,BX Cutter Replacement Blade,10,1,EA,11.54,7.79,6.92,5.77,53726SEN,53726SEN,,
53727SEN,53745-5,"Knockout Punch Set, 3/4-Inch",1,1,EA,83.32,54.99,-,41.66,53727SEN,53727SEN,,
53728SEN,53746-2,"Knockout Punch Set, 1/2-Inch",1,1,EA,60.60,39.99,-,30.30,53728SEN,53728SEN,,
53729,53729-5,"Conical Anchor Kit, 100 Anchors",10,1,EA,16.50,10.97,9.90,8.25,53729,53729,,
53731,53731-8,Adjustable Hole Saw,2,1,EA,38.34,29.97,23.00,19.17,53731,53731,,
53732SEN,53750-9,Knockout Punch Set with Wrench,1,1,EA,424.32,259.99,-,212.16,53732SEN,53732SEN,,
53751,53751-6,Flex Bit Auger 3/4-Inch by 72-Inch,1,1,EA,69.18,54.99,-,34.59,53751,53751,,
53819,53819-3,0.875-Inch Knockout Punch for 1/2-Inch Conduit,1,1,EA,36.36,23.99,-,18.18,53819,53819,,
53820,53820-9,0.875-Inch Knockout Die for 1/2-Inch Conduit,1,1,EA,18.18,11.99,-,9.09,53820,53820,,
53827,53827-8,1.115-Inch Knockout Punch for 3/4 Conduit-Inch,1,1,EA,40.90,26.99,-,20.45,53827,53827,,
53828,53828-5,1.115-Inch Knockout Die for 3/4-Inch Conduit,1,1,EA,21.20,13.99,-,10.60,53828,53828,,
53837,53837-7,1.362-Inch Knockout Punch for 1-Inch Conduit,1,1,EA,45.44,29.99,-,22.72,53837,53837,,
53838,53838-4,1.362-Inch Knockout Die for 1-Inch Conduit,1,1,EA,22.70,14.99,-,11.35,53838,53838,,
53849,53849-0,1.701-Inch Knockout Punch for 1-1/4-Inch Conduit,1,1,EA,54.54,35.99,-,27.27,53849,53849,,
53850,53850-6,1.701-Inch Knockout Die for 1-1/4-Inch Conduit,1,1,EA,25.76,16.99,-,12.88,53850,53850,,
53857,53857-5,1.951-Inch Knockout Punch for 1-1/2-Inch Conduit,1,1,EA,68.18,44.99,-,34.09,53857,53857,,
53858,53858-2,1.951-Inch Knockout Die for 1-1/2-Inch Conduit,1,1,EA,43.92,28.99,-,21.96,53858,53858,,
53867,53867-4,2.416-Inch Knockout Punch for 2-Inch Conduit,1,1,EA,87.86,57.99,-,43.93,53867,53867,,
53868,53868-1,2.416-Inch Knockout Die for 2-Inch Conduit,1,1,EA,57.58,37.99,-,28.79,53868,53868,,
53871,53871-1,Knockout Draw Stud 3/8-Inch x 2-5/8-Inch,1,1,EA,37.84,24.99,-,18.92,53871,53871,,
53872,53872-8,Knockout Draw Stud 3/4-Inch x 4-Inch,1,1,EA,53.02,34.99,-,26.51,53872,53872,,
53873,53873-5,"Ratcheting Box End Wrench, 1-Inch",1,1,EA,83.34,54.99,-,41.67,53873,53873,,
53932,53932-9,"Wood Boring Bit, 7/8""",3,1,EA,22.44,15.99,13.46,11.22,53932,53932,,
53938,53938-1,Wood Boring Bit Replacement Shaft,6,1,EA,14.02,9.99,8.41,7.01,53938,53938,,
5413,60211-5,Soft Leather Work Belt Suspenders,1,1,EA,86.16,49.53,-,43.08,5413,5413,,
5415,55250-2,"Heavy-Duty Embossed Tool Belt, Medium",1,1,EA,43.90,28.99,-,21.95,5415,5415,,
5415L,55251-9,"Heavy-Duty Embossed Tool Belt, Large",1,1,EA,44.68,29.49,-,22.34,5415L,5415L,,
5415S,55252-6,"Heavy-Duty Embossed Leather Tool Belt, Small",1,1,EA,39.38,25.99,-,19.69,5415S,5415S,,
5415XL,55253-3,"Heavy Duty Embossed Tool Belt, X-Large",1,1,EA,43.18,28.49,-,21.59,5415XL,5415XL,,
5416,55375-2,"Tool Bag, Bull-Pin and Bolt Pouch, Belt Strap Connect, 5 x 10 x 9-Inch",1,1,EA,28.24,16.94,-,14.12,5416,5416,,
5416L,55376-9,"Tool Bag, Bull-Pin and Bolt Bag, Tunnel Loop, Leather, 5 x 10 x 9-Inch",1,1,EA,83.16,49.89,-,41.58,5416L,5416L,,
5416OCTO,55387-5,"Tool Bag, Bull-Pin and Bolt Pouch, Loop Connect, 5 x 5 x 9-Inch",1,1,EA,34.94,20.96,-,17.47,5416OCTO,5416OCTO,,
5416T,55377-6,"Tool Bag, Bull-Pin and Bolt Bag, Tunnel Loop, Canvas, 5 x 10 x 9-Inch",1,1,EA,29.90,17.95,-,14.95,5416T,5416T,,
5416TBR,55637-1,"Tool Pouch, Bolt Retention Pouch, Canvas, Tunnel Connect, 5x10x9-Inch",1,1,EA,62.34,37.40,-,31.17,5416TBR,5416TBR,,
5416TC,55229-8,"Bolt Bag, Top Closing Tool Pouch with Tunnel Connect, 5 x 10 x 9-Inch",1,1,EA,46.60,27.96,-,23.30,5416TC,5416TC,,
5416TCP,20017-5,"Tool Bag, Extra Tall Top Closing Bolt Bag, 5 x 12 x 9-Inch",1,1,EA,45.62,26.22,-,22.81,5416TCP,5416TCP,,
5416TFR,55529-9,"Tool Bag, Flame Resistant Bolt Bag, No. 4 Canvas, 5 x 10 x 9-Inch",1,1,EA,33.64,19.99,-,16.82,5416TFR,5416TFR,,
5416TSR,55480-3,"Tool Bag, Bolt Bag with Drain Holes, No. 4 Canvas, 5 x 9 x 10-Inch",1,1,EA,31.64,18.98,-,15.82,5416TSR,5416TSR,,
5417,55080-5,"Bull Pin Holder with Slotted Connection, Leather",1,1,EA,22.60,12.99,-,11.30,5417,5417,,
5417T,55081-2,Bull Pin Holder Tunnel Connection,1,1,EA,26.08,14.99,-,13.04,5417T,5417T,,
5420,55255-7,"Ironworker's Heavy-Duty Tie-Wire Belt, Medium",1,1,EA,72.72,49.99,-,36.36,5420,5420,,
5420L,55257-1,"Ironworker's Heavy-Duty Tie-Wire Belt, Large",1,1,EA,75.74,49.99,-,37.87,5420L,5420L,,
5420S,55256-4,"Ironworker's Heavy-Duty Tie-Wire Belt, Small",1,1,EA,71.96,47.49,-,35.98,5420S,5420S,,
5420XL,55258-8,"Ironworker's Heavy-Duty Tie-Wire Belt, Extra Large",1,1,EA,77.26,50.99,-,38.63,5420XL,5420XL,,
5425M,55450-6,"Tool Belt with Quick Release Buckle, M",1,1,EA,173.88,99.99,-,86.94,5425M,5425M,,
5425XL,55451-3,"Tool Belt with Quick Release Buckle, XL",1,1,EA,174.60,99.99,-,87.30,5425XL,5425XL,,
5426L,21001-3,"Padded Leather Quick-Release Belt, Large",1,1,EA,243.46,139.99,-,121.73,5426L,5426L,,
5426M,21000-6,"Padded Leather Quick-Release Belt, Medium",1,1,EA,234.76,134.99,-,117.38,5426M,5426M,,
5426XL,21002-0,"Padded Leather Quick-Release Belt, Extra-Large",1,1,EA,252.16,144.99,-,126.08,5426XL,5426XL,,
544,76127-0,"Utility Scissor, 6-3/8-Inch",6,1,EA,16.34,10.79,9.80,8.17,544,544,,
54440,54604-4,Mid Size 21 Compartment Storage Box,1,1,EA,46.94,30.99,-,23.47,54440,54440,,
54447,54615-0,"Parts Storage Box, Extra-Large 24 Compartments",1,1,EA,72.72,47.99,-,36.36,54447,54447,,
54484,54690-7,Slide Rack Locking Bars,6,1,EA,34.84,22.99,20.90,17.42,54484,54484,,
54486,54691-4,Slide Rack Locking Bars,6,1,EA,34.84,22.99,20.90,17.42,54486,54486,,
544C,76109-6,"Utility Shear, Curved Blades , 6-3/8-Inch",6,1,EA,16.74,11.05,10.04,8.37,544C,544C,,
544KV,76118-8,"Utility, Kevlar Shear, Fiber Optics, 6-3/8-Inch",6,1,EA,18.98,12.53,11.39,9.49,544KV,544KV,,
5456,55082-9,"Hammer Holder, Slotted Connection, Metal Ring",1,1,EA,18.16,11.99,-,9.08,5456,5456,,
5456T,55083-6,Hammer Holder Tunnel Connection,1,1,EA,21.22,13.99,-,10.61,5456T,5456T,,
5456TS,55084-3,Hammer Holder 2 Position Strap,1,1,EA,25.74,16.99,-,12.87,5456TS,5456TS,,
5458,55087-4,Snap Loop,1,1,EA,18.16,11.99,-,9.08,5458,5458,,
5459C,55532-9,Connecting Bar Lock Collar,1,1,EA,10.60,6.99,-,5.30,5459C,5459C,,
5459SLVR,55531-2,Connecting Bar Holder with Lock Collar,1,1,EA,34.84,22.99,-,17.42,5459SLVR,5459SLVR,,
5459T,55088-1,Spud Wrench Holder Tunnel Connection,1,1,EA,28.76,18.99,-,14.38,5459T,5459T,,
5460,55089-8,"Spud Wrench Holder, Slot Connection",1,1,EA,27.26,17.99,-,13.63,5460,5460,,
5461T,55091-1,"Spud Wrench Holder, Tunnel Connection",1,1,EA,30.28,19.99,-,15.14,5461T,5461T,,
546C,76111-9,"Rubber Flashing Scissor w/Curved Blade, 5-1/2-Inch",6,1,EA,24.22,15.99,14.53,12.11,546C,546C,,
5471,55393-6,Canvas Electrode Bag,1,1,EA,29.96,17.99,-,14.98,5471,5471,,
5471FR,55530-5,Flame-Resistant Electrode Bag,1,1,EA,39.60,23.76,-,19.80,5471FR,5471FR,,
54757,54757-7,Replacement Keys for Tool Kit Cases,1,1,EA,3.76,2.49,-,1.88,54757,54757,,
5481,55996-9,"Tool Pouch, Leather Pocket Tool Organizer, 6-Pockets, 5.75x2.5x10-Inch",1,1,EA,72.70,47.99,-,36.35,5481,5481,,
5482,55997-6,"Tool Pouch, Pocket Tool Organizer, 4-Pockets, 5 x 2 x 9.875-Inch",1,1,EA,31.80,20.99,-,15.90,5482,5482,,
5539BLU,55261-8,"Zipper Bag, Canvas Consumables Tool Pouch, Blue",4,1,EA,21.18,13.99,12.71,10.59,5539BLU,5539BLU,,
5539CPAK,55264-9,"Zipper Bags, Assorted Canvas Tool Pouches, 3-Pack",6,1,EA,59.06,38.99,35.44,29.53,5539CPAK,5539CPAK,,
5539LBLU,55927-3,"Zipper Bag, Large Canvas Tool Pouch, 18-Inch, Blue",1,1,EA,28.04,19.99,-,14.02,5539LBLU,5539LBLU,,
5539LCPAK,55930-3,"Zipper Bags, Large Canvas Tool Pouches, Assorted Colors, 3-Pack",1,1,EA,77.14,54.99,-,38.57,5539LCPAK,5539LCPAK,,
5539LNAT,55926-6,"Zipper Bag, Large Canvas Tool Pouch, 18-Inch, Natural",1,1,EA,28.04,19.99,-,14.02,5539LNAT,5539LNAT,,
5539LRED,55928-0,"Zipper Bag, Large Canvas Tool Pouch, 18-Inch, Red",1,1,EA,28.04,19.99,-,14.02,5539LRED,5539LRED,,
5539LYEL,55929-7,"Zipper Bag, Large Canvas Tool Pouch, 18-Inch, Yellow",1,1,EA,28.04,19.99,-,14.02,5539LYEL,5539LYEL,,
5539NAT,55263-2,"Zipper Bag, Canvas Tool Pouch, 10-Inch, Natural",4,1,EA,21.18,13.99,12.71,10.59,5539NAT,5539NAT,,
5539RED,55260-1,"Zipper Bag, Canvas Tool Pouch, 10-Inch, Red",4,1,EA,21.18,13.99,12.71,10.59,5539RED,5539RED,,
5539YEL,55262-5,"Zipper Bag, Canvas Tool Pouch, 10-Inch, Yellow",4,1,EA,21.18,13.99,12.71,10.59,5539YEL,5539YEL,,
55400,55400-1,Tradesman Pro™ Suspenders,1,1,EA,60.58,39.99,36.35,30.29,55400,55400,,
554158-14,55462-9,"Tool Bag, Tradesman Pro™ Tool Tote, 20 Pockets, 8-Inch",1,1,EA,115.96,76.57,-,57.98,55415814,55415814,,
5541610-14,55463-6,"Tool Bag, Tradesman Pro™ Tool Tote, 40 Pockets, 10-Inch",1,1,EA,147.54,99.99,-,73.77,554161014,554161014,,
55419SP-14,55466-7,"Tool Bag, Tradesman Pro™ Shoulder Pouch, 14 Pockets, 10-Inch",1,1,EA,90.90,59.99,-,45.45,55419SP14,55419SP14,,
55421BP-14,55467-4,"Tradesman Pro™ Tool Bag Backpack, 39 Pockets, Black, 14-Inch",1,1,EA,157.98,99.97,-,78.99,55421BP14,55421BP14,,
55421BP14CAMO,55438-4,"Tradesman Pro™ Tool Bag Backpack, 39 Pockets, Camo, 14-Inch",1,1,EA,166.64,109.99,-,83.32,55421BP14CAMO,55421BP14CAMO,,
55427,55427-8,"Tradesman Pro™ Electrician's Tool Belt, Medium",1,1,EA,166.76,115.99,-,83.38,55427,55427,,
55428,55428-5,"Tradesman Pro™ Electrician's Tool Belt, Large",1,1,EA,166.76,115.99,-,83.38,55428,55428,,
55429,55429-2,"Tradesman Pro™ Electrician's Tool Belt, XL",1,1,EA,166.76,115.99,-,83.38,55429,55429,,
55431,55431-5,"Tool Bag, Tradesman Pro™ Lighted Tool Bag, 31 Pockets, 15-Inch",1,1,EA,166.56,109.99,-,83.28,55431,55431,,
55437,55437-7,Tradesman Pro™ Work Light / Tool Bag Light / Cooler Light,1,1,EA,19.14,12.99,-,9.57,55437,55437,,
55439BPTB,55439-1,"Tradesman Pro™ Backpack / Tool Bag, 25 Pockets, 3-Inch Laptop Pocket",1,1,EA,196.96,129.99,-,98.48,55439BPTB,55439BPTB,,
55448,55448-3,Bucket Bag,1,1,EA,56.02,36.99,-,28.01,55448,55448,,
55452RTB,55452-0,"Tool Bag, Tradesman Pro™ Rolling Tool Bag, 24 Pockets, 19-Inch",1,1,EA,302.96,199.97,-,151.48,55452RTB,55452RTB,,
55455M,55455-1,"Tool Bag, Tradesman Pro™ Tech Bag, 22 Pockets w/Laptop Pocket, 16-Inch",1,1,EA,151.46,99.99,-,75.73,55455M,55455M,,
55456BPL,55456-8,"Tradesman Pro™ Backpack / Tool Bag, 25 Pockets, 1-Inch Laptop Pocket",1,1,EA,189.38,124.99,-,94.69,55456BPL,55456BPL,,
55460,55460-5,"Tradesman Pro™ Phone Holder, Small",5,1,EA,34.82,22.99,20.89,17.41,55460,55460,,
55461,55461-2,"Tradesman Pro™ Phone Holder, Large",5,1,EA,37.04,24.97,22.22,18.52,55461,55461,,
55468,55468-1,"Tradesman Pro™ Phone Holder, X-Large",1,1,EA,35.06,24.99,-,17.53,55468,55468,,
55469,55469-8,"Tool Bag, Tradesman Pro™ Wide-Open Tool Bag, 42 Pockets, 16-Inch",1,1,EA,163.80,109.99,-,81.90,55469,55469,,
55470,55470-4,"Zipper Bag, Stand-Up Tool Pouch, 2-Pack",1,1,PK,22.60,15.97,-,11.30,55470,55470,,
55473RTB,55473-5,"Tradesman Pro™ Tool Master Rolling Tool Bag, 19 Pockets, 22-Inch",1,1,EA,364.90,259.99,-,182.45,55473RTB,55473RTB,,
55474,55474-2,"Tradesman Pro™ Phone Holder, XX-Large",5,1,EA,34.14,23.99,20.48,17.07,55474,55474,,
55475,55475-9,"Tradesman Pro™ Tool Bag Backpack, 35 Pockets, Black, 17.5-Inch",1,1,EA,126.28,89.97,-,63.14,55475,55475,,
55482,55482-7,"Tradesman Pro™ Tool Station Tool Bag Backpack, 21 Pockets, 17.25-Inch",1,1,EA,162.78,109.99,-,81.39,55482,55482,,
55485,55485-8,"Tradesman Pro™ Tool Master Tool Bag Backpack, 48 Pockets, 19.5-Inch",1,1,EA,280.64,199.97,-,140.32,55485,55485,,
55487,55487-2,"Tradesman Pro™ Shoe Covers, Medium",25,1,PR,23.78,16.99,14.27,11.89,55487,55487,,
55488,55488-9,"Tradesman Pro™ Shoe Covers, Large",25,1,PR,23.78,16.99,14.27,11.89,55488,55488,,
55489,55489-6,"Tradesman Pro™ Shoe Covers, X-Large",25,1,PR,23.78,16.99,14.27,11.89,55489,55489,,
55559,55559-6,"Stand-up Zipper Bags, 7-Inch and 14-Inch, 2-Pack",1,1,EA,20.98,14.99,-,10.49,55559,55559,,
55560,55560-2,"Zipper Bags, Camo Tool Pouches, 2-Pack",6,1,EA,37.86,24.99,22.72,18.93,55560,55560,,
55561,55561-9,Camo Knife Holder,6,1,EA,27.28,17.99,16.37,13.64,55561,55561,,
55563,55563-3,"Tradesman Pro™ Camo Phone Holder, Large",5,1,EA,37.88,24.99,22.73,18.94,55563,55563,,
55564,55564-0,"Tradesman Pro™ Camo Phone Holder, X-Large",5,1,EA,39.38,25.99,23.63,19.69,55564,55564,,
55580,55580-0,Tradesman Tumbler,15,1,EA,41.98,29.97,25.19,20.99,55580,55580,,
55597,55597-8,"Tradesman Pro™ Tool Bag Backpack, 39 Pockets, High Visibility, 20-Inch",1,1,EA,182.44,129.99,-,91.22,55597,55597,,
55598,55598-5,"Tool Bag, Tradesman Pro™ High-Visibility Tool Bag, 42 Pockets, 16-Inch",1,1,EA,154.32,109.99,-,77.16,55598,55598,,
55599,55599-2,"Zipper Bags, High Visibility Tool Pouches, 2-Pack",1,1,EA,35.08,24.99,-,17.54,55599,55599,,
55600,55600-5,"Tradesman Pro™ Tough Box Cooler, 17-Quart",1,1,EA,91.98,64.97,-,45.99,55600,55600,,
55601,55601-2,"Tradesman Pro™ Soft Lunch Cooler, 12-Quart",1,1,EA,77.16,54.99,-,38.58,55601,55601,,
55655,62025-6,Tradesman Pro™ Tool Station Tool Bag Backpack with Work Light,1,1,EA,182.58,124.99,-,91.29,55655,55655,,
5574L,55674-6,"Splitting Knife Guard, Large",1,1,EA,19.08,12.59,-,9.54,5574L,5574L,,
5574S,55675-3,Splitting Knife Guard Small,1,1,EA,10.58,6.99,-,5.29,5574S,5574S,,
55777RWB,55777-4,"American Legacy Zipper Bags, Canvas Tool Pouches, 2-Pack",6,6,EA,29.98,19.99,-,14.99,55777RWB,55777RWB,,
55895,55895-5,Tradesman Pro™ Magnetic Wristband,6,1,EA,31.36,21.97,18.82,15.68,55895,55895,,
55912,55912-9,Tradesman Pro™ Modular Piping Tool Pouch with Belt Clip,1,1,EA,41.96,29.99,-,20.98,55912,55912,,
55913,55913-6,Tradesman Pro™ Modular Parts Pouch with Belt Clip,1,1,EA,49.00,34.99,-,24.50,55913,55913,,
55914,55914-3,Tradesman Pro™ Modular Trimming Pouch with Belt Clip,1,1,EA,41.98,29.99,-,20.99,55914,55914,,
55917,55917-4,Tradesman Pro™ Modular Drill Pouch with Belt Clip,1,1,EA,49.00,34.99,-,24.50,55917,55917,,
55918,55918-1,Tradesman Pro™ Modular Tool Belt - M,1,1,EA,50.58,35.99,-,25.29,55918,55918,,
55919,55919-8,Tradesman Pro™ Modular Tool Belt - L,1,1,EA,50.58,35.99,-,25.29,55919,55919,,
55920,55920-4,Tradesman Pro™ Modular Tool Belt - XL,1,1,EA,50.58,35.99,-,25.29,55920,55920,,
55921,55921-1,Tradesman Pro™ Modular Wall Rack,1,1,EA,36.30,24.99,-,18.15,55921,55921,,
56001,56001-9,1/8-Inch Wide Steel Fish Tape 50-Foot,5,1,EA,26.22,16.97,15.73,13.11,56001,56001,,
56002,56002-6,1/8-Inch Wide Steel Fish Tape 65-Foot,1,1,EA,59.10,39.97,-,29.55,56002,56002,,
56014,56014-9,"Fiberglass Fish Tape with Spiral Leader, 200-Foot",1,1,EA,530.26,349.99,-,265.13,56014,56014,,
56025,56025-5,Non-conductive Fish Tape Repair Kit,1,1,EA,27.74,16.99,-,13.87,56025,56025,,
56026,56408-6,Inspection Penlight with Class 3R Red Laser Pointer,6,1,EA,32.00,19.97,19.20,16.00,56026R,56026R,,
56027,56027-9,Telescoping Magnetic LED Light and Pickup Tool,6,1,EA,35.00,24.97,21.00,17.50,56027,56027,,
56028,56028-6,LED Flashlight with Work Light,6,1,EA,38.00,24.97,22.80,19.00,56028,56028,,
56040,56040-8,Rechargeable Focus Flashlight with Laser,4,1,EA,56.80,39.97,34.08,28.40,56040,56040,,
56048,56048-4,"Rechargeable Headlamp with Fabric Strap, 400 Lumens, All-Day Runtime",4,1,EA,56.00,39.97,33.60,28.00,56048,56048,,
56049,56049-1,Rechargeable Light Array LED Headlamp with Adjustable Strap,6,1,EA,42.00,29.97,25.20,21.00,56049,56049,,
